Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State/Province,Region,Product ID,Quantity Ordered
US-2023-167472-CHO-SCR-58000,2024-06-06,2024-06-09,First Class,167472,United States,Little Rock,Arkansas,Gulf,CHO-SCR-58000,3
US-2023-158610-CHO-FUD-51000,2024-09-19,2024-09-21,First Class,158610,United States,Providence,Rhode Island,Atlantic,CHO-FUD-51000,2
US-2024-127341-CHO-FUD-51000,2025-01-29,2025-03-08,Standard Class,127341,United States,Chicago,Illinois,Interior,CHO-FUD-51000,4
US-2024-104647-CHO-MIL-31000,2025-02-23,2025-03-25,Standard Class,104647,United States,Los Angeles,California,Pacific,CHO-MIL-31000,6
US-2021-107755-CHO-FUD-51000,2022-02-07,2022-03-19,Standard Class,107755,United States,Linden,New Jersey,Atlantic,CHO-FUD-51000,7
US-2021-104976-CHO-TRI-54000,2022-12-09,2023-01-13,Standard Class,104976,United States,San Francisco,California,Pacific,CHO-TRI-54000,6
US-2022-127754-CHO-SCR-58000,2023-07-26,2023-08-23,Standard Class,127754,United States,Glendale,Arizona,Pacific,CHO-SCR-58000,3
US-2022-160696-CHO-MIL-31000,2023-09-06,2023-10-11,Standard Class,160696,United States,Nashville,Tennessee,Gulf,CHO-MIL-31000,5
US-2023-140809-CHO-SCR-58000,2024-02-01,2024-02-04,First Class,140809,United States,Arlington,Virginia,Gulf,CHO-SCR-58000,5
US-2023-101630-OTH-GUM-21000,2024-02-19,2024-02-26,Second Class,101630,United States,Long Beach,New York,Atlantic,OTH-GUM-21000,3
US-2023-101630-CHO-MIL-31000,2024-02-19,2024-03-01,Second Class,101630,United States,Long Beach,New York,Atlantic,CHO-MIL-31000,3
US-2023-101336-CHO-FUD-51000,2024-11-13,2024-12-20,Standard Class,101336,United States,New York City,New York,Atlantic,CHO-FUD-51000,5
US-2023-101336-CHO-TRI-54000,2024-11-13,2024-12-10,Standard Class,101336,United States,New York City,New York,Atlantic,CHO-TRI-54000,2
US-2023-101336-CHO-SCR-58000,2024-11-13,2024-12-04,Standard Class,101336,United States,New York City,New York,Atlantic,CHO-SCR-58000,5
US-2024-166611-CHO-MIL-31000,2025-03-28,2025-04-16,Standard Class,166611,United States,Jacksonville,Florida,Gulf,CHO-MIL-31000,9
US-2024-117247-CHO-SCR-58000,2025-10-09,2025-11-06,Standard Class,117247,United States,Aurora,Illinois,Interior,CHO-SCR-58000,3
US-2024-117247-CHO-MIL-31000,2025-10-09,2025-11-16,Standard Class,117247,United States,Aurora,Illinois,Interior,CHO-MIL-31000,5
US-2021-155894-CHO-SCR-58000,2022-07-26,2022-08-08,Second Class,155894,United States,Chicago,Illinois,Interior,CHO-SCR-58000,3
US-2023-150035-CHO-MIL-31000,2024-12-01,2025-01-09,Standard Class,150035,United States,San Francisco,California,Pacific,CHO-MIL-31000,2
US-2024-131583-CHO-MIL-31000,2025-06-10,2025-06-10,Same Day,131583,United States,Philadelphia,Pennsylvania,Atlantic,CHO-MIL-31000,6
US-2024-121888-CHO-TRI-54000,2025-09-15,2025-09-23,Second Class,121888,United States,Everett,Massachusetts,Atlantic,CHO-TRI-54000,3
US-2024-121888-CHO-MIL-31000,2025-09-15,2025-09-26,Second Class,121888,United States,Everett,Massachusetts,Atlantic,CHO-MIL-31000,7
US-2024-121888-CHO-FUD-51000,2025-09-15,2025-09-24,Second Class,121888,United States,Everett,Massachusetts,Atlantic,CHO-FUD-51000,1
US-2021-116239-CHO-FUD-51000,2022-03-04,2022-03-04,Same Day,116239,United States,Columbia,South Carolina,Gulf,CHO-FUD-51000,5
US-2021-131310-CHO-FUD-51000,2022-07-12,2022-08-21,Standard Class,131310,United States,Seattle,Washington,Pacific,CHO-FUD-51000,4
US-2021-131310-CHO-MIL-31000,2022-07-12,2022-07-30,Standard Class,131310,United States,Seattle,Washington,Pacific,CHO-MIL-31000,4
US-2021-127936-CHO-FUD-51000,2022-09-02,2022-09-05,First Class,127936,United States,New York City,New York,Atlantic,CHO-FUD-51000,3
US-2021-125731-CHO-NUT-13000,2022-09-10,2022-10-16,Standard Class,125731,United States,Gresham,Oregon,Pacific,CHO-NUT-13000,5
US-2021-125731-CHO-SCR-58000,2022-09-10,2022-09-27,Standard Class,125731,United States,Gresham,Oregon,Pacific,CHO-SCR-58000,7
US-2022-135580-CHO-SCR-58000,2023-12-30,2024-01-24,Standard Class,135580,United States,Los Angeles,California,Pacific,CHO-SCR-58000,3
US-2022-135580-CHO-MIL-31000,2023-12-30,2024-01-25,Standard Class,135580,United States,Los Angeles,California,Pacific,CHO-MIL-31000,3
US-2022-135580-CHO-TRI-54000,2023-12-30,2024-01-27,Standard Class,135580,United States,Los Angeles,California,Pacific,CHO-TRI-54000,6
US-2022-135580-CHO-NUT-13000,2023-12-30,2024-02-07,Standard Class,135580,United States,Los Angeles,California,Pacific,CHO-NUT-13000,3
US-2023-106530-CHO-MIL-31000,2024-05-08,2024-05-08,Same Day,106530,United States,Cleveland,Ohio,Atlantic,CHO-MIL-31000,2
US-2023-106530-CHO-FUD-51000,2024-05-08,2024-05-08,Same Day,106530,United States,Cleveland,Ohio,Atlantic,CHO-FUD-51000,2
US-2023-106530-CHO-SCR-58000,2024-05-08,2024-05-08,Same Day,106530,United States,Cleveland,Ohio,Atlantic,CHO-SCR-58000,3
US-2023-134803-CHO-FUD-51000,2024-05-28,2024-07-07,Standard Class,134803,United States,Los Angeles,California,Pacific,CHO-FUD-51000,2
US-2023-134803-CHO-TRI-54000,2024-05-28,2024-07-05,Standard Class,134803,United States,Los Angeles,California,Pacific,CHO-TRI-54000,4
US-2023-134803-CHO-NUT-13000,2024-05-28,2024-07-05,Standard Class,134803,United States,Los Angeles,California,Pacific,CHO-NUT-13000,7
US-2023-153178-CHO-SCR-58000,2024-09-14,2024-10-06,Standard Class,153178,United States,Long Beach,New York,Atlantic,CHO-SCR-58000,2
US-2023-153178-CHO-NUT-13000,2024-09-14,2024-10-22,Standard Class,153178,United States,Long Beach,New York,Atlantic,CHO-NUT-13000,3
US-2023-128867-CHO-MIL-31000,2024-11-03,2024-12-16,Standard Class,128867,United States,Urbandale,Iowa,Interior,CHO-MIL-31000,2
US-2023-128867-CHO-FUD-51000,2024-11-03,2024-11-27,Standard Class,128867,United States,Urbandale,Iowa,Interior,CHO-FUD-51000,6
US-2023-118129-CHO-FUD-51000,2024-12-19,2024-12-30,Second Class,118129,United States,Reading,Pennsylvania,Atlantic,CHO-FUD-51000,5
US-2024-129567-CHO-TRI-54000,2025-03-17,2025-03-26,Second Class,129567,United States,Lancaster,California,Pacific,CHO-TRI-54000,2
US-2024-119452-CHO-NUT-13000,2025-03-21,2025-05-01,Standard Class,119452,United States,Tulsa,Oklahoma,Interior,CHO-NUT-13000,6
US-2023-149279-CHO-MIL-31000,2024-04-24,2024-05-29,Standard Class,149279,United States,Colorado Springs,Colorado,Pacific,CHO-MIL-31000,6
US-2023-149279-CHO-SCR-58000,2024-04-24,2024-06-07,Standard Class,149279,United States,Colorado Springs,Colorado,Pacific,CHO-SCR-58000,2
US-2023-108875-CHO-NUT-13000,2024-09-24,2024-10-22,Standard Class,108875,United States,Aurora,Colorado,Pacific,CHO-NUT-13000,2
US-2023-108875-CHO-FUD-51000,2024-09-24,2024-10-29,Standard Class,108875,United States,Aurora,Colorado,Pacific,CHO-FUD-51000,9
US-2024-166037-CHO-SCR-58000,2025-01-28,2025-02-19,Standard Class,166037,United States,New York City,New York,Atlantic,CHO-SCR-58000,9
US-2024-159604-CHO-MIL-31000,2025-04-14,2025-04-15,First Class,159604,United States,Springfield,Missouri,Interior,CHO-MIL-31000,2
US-2024-141446-CHO-SCR-58000,2025-09-16,2025-09-26,Second Class,141446,United States,Florence,Kentucky,Gulf,CHO-SCR-58000,1
US-2021-151554-OTH-GUM-21000,2022-11-14,2022-11-17,First Class,151554,United States,Pasadena,Texas,Interior,OTH-GUM-21000,4
US-2021-127383-OTH-KAZ-38000,2022-12-31,2023-02-08,Standard Class,127383,United States,El Paso,Texas,Interior,OTH-KAZ-38000,2
US-2023-110730-CHO-SCR-58000,2024-09-23,2024-10-03,Second Class,110730,United States,Seattle,Washington,Pacific,CHO-SCR-58000,2
US-2024-140494-CHO-SCR-58000,2025-03-10,2025-03-17,Second Class,140494,United States,San Francisco,California,Pacific,CHO-SCR-58000,4
US-2024-145765-CHO-MIL-31000,2025-05-28,2025-06-25,Standard Class,145765,United States,Phoenix,Arizona,Pacific,CHO-MIL-31000,3
US-2024-145765-CHO-TRI-54000,2025-05-28,2025-06-28,Standard Class,145765,United States,Phoenix,Arizona,Pacific,CHO-TRI-54000,4
US-2024-145765-CHO-NUT-13000,2025-05-28,2025-07-02,Standard Class,145765,United States,Phoenix,Arizona,Pacific,CHO-NUT-13000,5
US-2024-121489-CHO-TRI-54000,2025-08-21,2025-09-02,Second Class,121489,United States,Seattle,Washington,Pacific,CHO-TRI-54000,6
US-2024-121489-CHO-MIL-31000,2025-08-21,2025-09-03,Second Class,121489,United States,Seattle,Washington,Pacific,CHO-MIL-31000,6
US-2022-147816-CHO-SCR-58000,2023-09-24,2023-10-03,Second Class,147816,United States,Tucson,Arizona,Pacific,CHO-SCR-58000,2
US-2023-135923-CHO-SCR-58000,2024-01-22,2024-03-04,Standard Class,135923,United States,Fayetteville,North Carolina,Gulf,CHO-SCR-58000,4
US-2023-135923-CHO-FUD-51000,2024-01-22,2024-03-07,Standard Class,135923,United States,Fayetteville,North Carolina,Gulf,CHO-FUD-51000,8
US-2023-135923-CHO-NUT-13000,2024-01-22,2024-02-08,Standard Class,135923,United States,Fayetteville,North Carolina,Gulf,CHO-NUT-13000,4
US-2022-105361-CHO-TRI-54000,2023-03-29,2023-05-12,Standard Class,105361,United States,New York City,New York,Atlantic,CHO-TRI-54000,4
US-2024-100524-CHO-NUT-13000,2025-03-31,2025-04-11,Second Class,100524,United States,New York City,New York,Atlantic,CHO-NUT-13000,2
US-2024-100524-CHO-FUD-51000,2025-03-31,2025-04-08,Second Class,100524,United States,New York City,New York,Atlantic,CHO-FUD-51000,8
US-2024-137414-CHO-SCR-58000,2025-10-02,2025-11-16,Standard Class,137414,United States,San Francisco,California,Pacific,CHO-SCR-58000,2
US-2024-137414-CHO-FUD-51000,2025-10-02,2025-11-10,Standard Class,137414,United States,San Francisco,California,Pacific,CHO-FUD-51000,11
US-2023-111493-CHO-NUT-13000,2024-10-21,2024-10-24,First Class,111493,United States,Baltimore,Maryland,Atlantic,CHO-NUT-13000,6
US-2023-155530-CHO-TRI-54000,2024-12-17,2025-01-22,Standard Class,155530,United States,San Francisco,California,Pacific,CHO-TRI-54000,6
US-2024-162936-CHO-TRI-54000,2025-08-18,2025-09-21,Standard Class,162936,United States,New Bedford,Massachusetts,Atlantic,CHO-TRI-54000,2
US-2024-139955-CHO-FUD-51000,2025-09-28,2025-10-06,Second Class,139955,United States,Brownsville,Texas,Interior,CHO-FUD-51000,1
US-2024-113453-CHO-NUT-13000,2025-10-21,2025-11-28,Standard Class,113453,United States,Philadelphia,Pennsylvania,Atlantic,CHO-NUT-13000,3
US-2024-113453-CHO-MIL-31000,2025-10-21,2025-11-20,Standard Class,113453,United States,Philadelphia,Pennsylvania,Atlantic,CHO-MIL-31000,2
US-2022-101154-CHO-NUT-13000,2023-09-18,2023-09-19,First Class,101154,United States,San Diego,California,Pacific,CHO-NUT-13000,4
US-2022-152527-CHO-SCR-58000,2023-10-17,2023-10-17,Same Day,152527,United States,Los Angeles,California,Pacific,CHO-SCR-58000,2
US-2022-158554-CHO-NUT-13000,2023-11-09,2023-11-09,Same Day,158554,United States,Philadelphia,Pennsylvania,Atlantic,CHO-NUT-13000,3
US-2024-165386-CHO-MIL-31000,2025-08-03,2025-08-06,First Class,165386,United States,Chicago,Illinois,Interior,CHO-MIL-31000,2
US-2023-101525-CHO-SCR-58000,2024-05-01,2024-05-13,Second Class,101525,United States,Little Rock,Arkansas,Gulf,CHO-SCR-58000,2
US-2023-101525-CHO-TRI-54000,2024-05-01,2024-05-09,Second Class,101525,United States,Little Rock,Arkansas,Gulf,CHO-TRI-54000,3
US-2023-149237-CHO-FUD-51000,2024-05-26,2024-06-15,Standard Class,149237,United States,Milwaukee,Wisconsin,Interior,CHO-FUD-51000,3
US-2023-155845-CHO-NUT-13000,2024-08-12,2024-08-25,Second Class,155845,United States,Carrollton,Texas,Interior,CHO-NUT-13000,7
US-2023-114230-CHO-TRI-54000,2024-11-27,2024-12-30,Standard Class,114230,United States,Phoenix,Arizona,Pacific,CHO-TRI-54000,4
US-2023-144309-CHO-SCR-58000,2024-12-10,2025-01-05,Standard Class,144309,United States,Watertown,New York,Atlantic,CHO-SCR-58000,5
US-2023-144309-CHO-MIL-31000,2024-12-10,2024-12-27,Standard Class,144309,United States,Watertown,New York,Atlantic,CHO-MIL-31000,2
US-2022-145352-CHO-TRI-54000,2023-03-16,2023-04-02,Standard Class,145352,United States,Atlanta,Georgia,Gulf,CHO-TRI-54000,1
US-2022-145352-CHO-NUT-13000,2023-03-16,2023-04-15,Standard Class,145352,United States,Atlanta,Georgia,Gulf,CHO-NUT-13000,5
US-2022-128027-CHO-TRI-54000,2023-09-14,2023-09-24,Second Class,128027,United States,North Charleston,South Carolina,Gulf,CHO-TRI-54000,3
US-2024-111738-CHO-SCR-58000,2025-01-03,2025-02-13,Standard Class,111738,United States,San Francisco,California,Pacific,CHO-SCR-58000,3
US-2024-111738-CHO-TRI-54000,2025-01-03,2025-02-06,Standard Class,111738,United States,San Francisco,California,Pacific,CHO-TRI-54000,8
US-2021-133851-CHO-MIL-31000,2022-06-09,2022-06-24,Standard Class,133851,United States,San Francisco,California,Pacific,CHO-MIL-31000,2
US-2021-133851-CHO-SCR-58000,2022-06-09,2022-07-22,Standard Class,133851,United States,San Francisco,California,Pacific,CHO-SCR-58000,2
US-2023-145898-CHO-FUD-51000,2024-09-26,2024-09-26,Same Day,145898,United States,Redlands,California,Pacific,CHO-FUD-51000,5
US-2023-145898-CHO-MIL-31000,2024-09-26,2024-09-26,Same Day,145898,United States,Redlands,California,Pacific,CHO-MIL-31000,3
US-2023-145898-CHO-SCR-58000,2024-09-26,2024-09-26,Same Day,145898,United States,Redlands,California,Pacific,CHO-SCR-58000,5
US-2023-133697-CHO-FUD-51000,2024-10-20,2024-10-31,Second Class,133697,United States,Houston,Texas,Interior,CHO-FUD-51000,1
US-2023-133697-CHO-NUT-13000,2024-10-20,2024-10-27,Second Class,133697,United States,Houston,Texas,Interior,CHO-NUT-13000,7
US-2022-168088-CHO-FUD-51000,2023-03-19,2023-03-20,First Class,168088,United States,Houston,Texas,Interior,CHO-FUD-51000,4
US-2022-140410-CHO-TRI-54000,2023-11-03,2023-12-17,Standard Class,140410,United States,Los Angeles,California,Pacific,CHO-TRI-54000,3
US-2022-140410-CHO-NUT-13000,2023-11-03,2023-12-04,Standard Class,140410,United States,Los Angeles,California,Pacific,CHO-NUT-13000,3
US-2022-140410-CHO-MIL-31000,2023-11-03,2023-11-26,Standard Class,140410,United States,Los Angeles,California,Pacific,CHO-MIL-31000,7
US-2023-169026-CHO-MIL-31000,2024-08-08,2024-09-14,Standard Class,169026,United States,Jackson,Mississippi,Gulf,CHO-MIL-31000,3
US-2023-113677-CHO-TRI-54000,2024-11-13,2024-12-07,Standard Class,113677,United States,New York City,New York,Atlantic,CHO-TRI-54000,3
US-2023-113677-SUG-FUN-75000,2024-11-13,2024-12-20,Standard Class,113677,United States,New York City,New York,Atlantic,SUG-FUN-75000,4
US-2024-113418-CHO-FUD-51000,2025-10-01,2025-10-04,First Class,113418,United States,New York City,New York,Atlantic,CHO-FUD-51000,11
US-2021-104563-OTH-KAZ-38000,2022-03-07,2022-04-07,Standard Class,104563,United States,Seattle,Washington,Pacific,OTH-KAZ-38000,6
US-2021-104563-CHO-NUT-13000,2022-03-07,2022-04-20,Standard Class,104563,United States,Seattle,Washington,Pacific,CHO-NUT-13000,2
US-2021-104563-CHO-SCR-58000,2022-03-07,2022-03-22,Standard Class,104563,United States,Seattle,Washington,Pacific,CHO-SCR-58000,5
US-2021-104563-CHO-FUD-51000,2022-03-07,2022-03-25,Standard Class,104563,United States,Seattle,Washington,Pacific,CHO-FUD-51000,5
US-2021-144974-CHO-TRI-54000,2022-09-26,2022-10-20,Standard Class,144974,United States,Philadelphia,Pennsylvania,Atlantic,CHO-TRI-54000,1
US-2021-144974-CHO-NUT-13000,2022-09-26,2022-10-20,Standard Class,144974,United States,Philadelphia,Pennsylvania,Atlantic,CHO-NUT-13000,6
US-2021-144974-CHO-SCR-58000,2022-09-26,2022-10-22,Standard Class,144974,United States,Philadelphia,Pennsylvania,Atlantic,CHO-SCR-58000,5
US-2021-103492-CHO-SCR-58000,2022-10-10,2022-11-04,Standard Class,103492,United States,Huntsville,Texas,Interior,CHO-SCR-58000,1
US-2021-103492-CHO-FUD-51000,2022-10-10,2022-11-16,Standard Class,103492,United States,Huntsville,Texas,Interior,CHO-FUD-51000,5
US-2021-103492-CHO-MIL-31000,2022-10-10,2022-11-06,Standard Class,103492,United States,Huntsville,Texas,Interior,CHO-MIL-31000,6
US-2022-133585-CHO-FUD-51000,2023-03-01,2023-03-03,First Class,133585,United States,Houston,Texas,Interior,CHO-FUD-51000,6
US-2022-133585-CHO-MIL-31000,2023-03-01,2023-03-03,First Class,133585,United States,Houston,Texas,Interior,CHO-MIL-31000,2
US-2021-112949-CHO-TRI-54000,2022-06-20,2022-07-17,Standard Class,112949,United States,Lawton,Oklahoma,Interior,CHO-TRI-54000,6
US-2021-112949-CHO-SCR-58000,2022-06-20,2022-08-01,Standard Class,112949,United States,Lawton,Oklahoma,Interior,CHO-SCR-58000,2
US-2021-136280-CHO-MIL-31000,2022-11-29,2022-12-18,Standard Class,136280,United States,Philadelphia,Pennsylvania,Atlantic,CHO-MIL-31000,2
US-2021-162866-CHO-TRI-54000,2022-12-27,2023-02-09,Standard Class,162866,United States,Skokie,Illinois,Interior,CHO-TRI-54000,6
US-2021-162866-CHO-MIL-31000,2022-12-27,2023-01-12,Standard Class,162866,United States,Skokie,Illinois,Interior,CHO-MIL-31000,4
US-2022-147501-CHO-TRI-54000,2023-08-02,2023-08-24,Standard Class,147501,United States,Seattle,Washington,Pacific,CHO-TRI-54000,2
US-2023-140543-CHO-FUD-51000,2024-06-29,2024-07-06,Second Class,140543,United States,Florence,South Carolina,Gulf,CHO-FUD-51000,6
US-2021-127187-CHO-SCR-58000,2022-12-04,2022-12-22,Standard Class,127187,United States,New York City,New York,Atlantic,CHO-SCR-58000,2
US-2022-145457-CHO-MIL-31000,2023-03-24,2023-03-30,Second Class,145457,United States,Covington,Washington,Pacific,CHO-MIL-31000,5
US-2022-113215-CHO-TRI-54000,2023-09-03,2023-10-16,Standard Class,113215,United States,Tucson,Arizona,Pacific,CHO-TRI-54000,3
US-2023-128258-CHO-MIL-31000,2024-03-30,2024-04-02,First Class,128258,United States,Norwich,Connecticut,Atlantic,CHO-MIL-31000,1
US-2023-113236-CHO-MIL-31000,2024-05-26,2024-06-03,Second Class,113236,United States,Delray Beach,Florida,Gulf,CHO-MIL-31000,6
US-2023-113236-CHO-FUD-51000,2024-05-26,2024-06-04,Second Class,113236,United States,Delray Beach,Florida,Gulf,CHO-FUD-51000,2
US-2024-167402-CHO-MIL-31000,2025-01-13,2025-01-25,Second Class,167402,United States,Springfield,Missouri,Interior,CHO-MIL-31000,3
US-2024-167402-CHO-TRI-54000,2025-01-13,2025-01-20,Second Class,167402,United States,Springfield,Missouri,Interior,CHO-TRI-54000,6
US-2024-167402-CHO-NUT-13000,2025-01-13,2025-01-20,Second Class,167402,United States,Springfield,Missouri,Interior,CHO-NUT-13000,5
US-2024-144064-CHO-TRI-54000,2025-08-29,2025-09-01,First Class,144064,United States,Quincy,Illinois,Interior,CHO-TRI-54000,9
US-2024-144064-CHO-FUD-51000,2025-08-29,2025-08-31,First Class,144064,United States,Quincy,Illinois,Interior,CHO-FUD-51000,4
US-2024-144064-CHO-SCR-58000,2025-08-29,2025-09-01,First Class,144064,United States,Quincy,Illinois,Interior,CHO-SCR-58000,2
US-2024-132430-CHO-NUT-13000,2025-10-09,2025-10-10,First Class,132430,United States,Lakewood,Ohio,Atlantic,CHO-NUT-13000,4
US-2021-148838-OTH-GUM-21000,2022-03-17,2022-04-07,Standard Class,148838,United States,New York City,New York,Atlantic,OTH-GUM-21000,4
US-2021-148838-CHO-MIL-31000,2022-03-17,2022-04-19,Standard Class,148838,United States,New York City,New York,Atlantic,CHO-MIL-31000,7
US-2021-148838-OTH-KAZ-38000,2022-03-17,2022-04-06,Standard Class,148838,United States,New York City,New York,Atlantic,OTH-KAZ-38000,3
US-2022-105571-CHO-FUD-51000,2023-11-07,2023-12-01,Standard Class,105571,United States,Miami,Florida,Gulf,CHO-FUD-51000,5
US-2022-105571-CHO-NUT-13000,2023-11-07,2023-11-25,Standard Class,105571,United States,Miami,Florida,Gulf,CHO-NUT-13000,9
US-2023-127642-OTH-GUM-21000,2024-05-21,2024-05-24,First Class,127642,United States,Warwick,Rhode Island,Atlantic,OTH-GUM-21000,2
US-2023-164889-CHO-SCR-58000,2024-06-03,2024-06-16,Second Class,164889,United States,Los Angeles,California,Pacific,CHO-SCR-58000,2
US-2023-133613-CHO-FUD-51000,2024-06-17,2024-07-30,Standard Class,133613,United States,Waterbury,Connecticut,Atlantic,CHO-FUD-51000,3
US-2023-133613-CHO-TRI-54000,2024-06-17,2024-07-29,Standard Class,133613,United States,Waterbury,Connecticut,Atlantic,CHO-TRI-54000,2
US-2023-133613-CHO-SCR-58000,2024-06-17,2024-07-22,Standard Class,133613,United States,Waterbury,Connecticut,Atlantic,CHO-SCR-58000,3
US-2023-108098-CHO-SCR-58000,2024-10-14,2024-10-31,Standard Class,108098,United States,Seattle,Washington,Pacific,CHO-SCR-58000,3
US-2024-168102-CHO-FUD-51000,2025-04-24,2025-06-05,Standard Class,168102,United States,Jacksonville,Florida,Gulf,CHO-FUD-51000,2
US-2024-117240-CHO-FUD-51000,2025-07-23,2025-08-17,Standard Class,117240,United States,New York City,New York,Atlantic,CHO-FUD-51000,3
US-2023-155551-CHO-NUT-13000,2024-04-18,2024-05-22,Standard Class,155551,United States,Elmhurst,Illinois,Interior,CHO-NUT-13000,2
US-2023-155551-CHO-TRI-54000,2024-04-18,2024-05-31,Standard Class,155551,United States,Elmhurst,Illinois,Interior,CHO-TRI-54000,3
US-2023-101742-CHO-TRI-54000,2024-09-23,2024-09-29,Second Class,101742,United States,New York City,New York,Atlantic,CHO-TRI-54000,7
US-2023-165561-CHO-FUD-51000,2024-11-24,2024-12-24,Standard Class,165561,United States,Bellevue,Washington,Pacific,CHO-FUD-51000,3
US-2021-111003-CHO-MIL-31000,2022-06-01,2022-06-22,Standard Class,111003,United States,Lakewood,New Jersey,Atlantic,CHO-MIL-31000,6
US-2021-111003-CHO-FUD-51000,2022-06-01,2022-07-05,Standard Class,111003,United States,Lakewood,New Jersey,Atlantic,CHO-FUD-51000,3
US-2021-112795-CHO-NUT-13000,2022-08-23,2022-08-30,Second Class,112795,United States,Grand Rapids,Michigan,Interior,CHO-NUT-13000,3
US-2023-162159-CHO-TRI-54000,2024-09-16,2024-09-18,First Class,162159,United States,Columbus,Georgia,Gulf,CHO-TRI-54000,2
US-2021-166716-CHO-NUT-13000,2022-08-20,2022-08-25,Second Class,166716,United States,Chicago,Illinois,Interior,CHO-NUT-13000,2
US-2023-164035-CHO-SCR-58000,2024-06-12,2024-07-17,Standard Class,164035,United States,Chicago,Illinois,Interior,CHO-SCR-58000,5
US-2023-137239-CHO-MIL-31000,2024-08-22,2024-09-15,Standard Class,137239,United States,Columbus,Ohio,Atlantic,CHO-MIL-31000,2
US-2023-137239-CHO-NUT-13000,2024-08-22,2024-09-19,Standard Class,137239,United States,Columbus,Ohio,Atlantic,CHO-NUT-13000,2
US-2023-137239-CHO-FUD-51000,2024-08-22,2024-10-03,Standard Class,137239,United States,Columbus,Ohio,Atlantic,CHO-FUD-51000,2
US-2024-116519-CHO-NUT-13000,2025-10-13,2025-10-16,First Class,116519,United States,New York City,New York,Atlantic,CHO-NUT-13000,5
US-2022-128958-CHO-TRI-54000,2023-01-24,2023-03-02,Standard Class,128958,United States,West Palm Beach,Florida,Gulf,CHO-TRI-54000,5
US-2024-159149-CHO-SCR-58000,2025-02-17,2025-02-19,First Class,159149,United States,Houston,Texas,Interior,CHO-SCR-58000,1
US-2024-159149-OTH-GUM-21000,2025-02-17,2025-02-19,First Class,159149,United States,Houston,Texas,Interior,OTH-GUM-21000,6
US-2024-159149-CHO-NUT-13000,2025-02-17,2025-02-19,First Class,159149,United States,Houston,Texas,Interior,CHO-NUT-13000,4
US-2024-136868-CHO-FUD-51000,2025-10-06,2025-10-21,Standard Class,136868,United States,New York City,New York,Atlantic,CHO-FUD-51000,3
US-2024-136868-CHO-NUT-13000,2025-10-06,2025-11-10,Standard Class,136868,United States,New York City,New York,Atlantic,CHO-NUT-13000,3
US-2024-136868-CHO-TRI-54000,2025-10-06,2025-11-15,Standard Class,136868,United States,New York City,New York,Atlantic,CHO-TRI-54000,4
US-2021-130575-CHO-NUT-13000,2022-12-14,2022-12-17,First Class,130575,United States,Chicago,Illinois,Interior,CHO-NUT-13000,3
US-2022-136378-CHO-FUD-51000,2023-04-02,2023-05-16,Standard Class,136378,United States,Houston,Texas,Interior,CHO-FUD-51000,3
US-2022-138716-CHO-FUD-51000,2023-09-17,2023-09-19,First Class,138716,United States,Seattle,Washington,Pacific,CHO-FUD-51000,3
US-2024-131828-CHO-NUT-13000,2025-02-11,2025-02-23,Second Class,131828,United States,Seattle,Washington,Pacific,CHO-NUT-13000,4
US-2024-131828-CHO-SCR-58000,2025-02-11,2025-02-19,Second Class,131828,United States,Seattle,Washington,Pacific,CHO-SCR-58000,3
US-2024-147452-CHO-TRI-54000,2025-09-30,2025-10-03,First Class,147452,United States,Seattle,Washington,Pacific,CHO-TRI-54000,1
US-2024-147452-CHO-NUT-13000,2025-09-30,2025-10-02,First Class,147452,United States,Seattle,Washington,Pacific,CHO-NUT-13000,2
US-2024-147452-CHO-MIL-31000,2025-09-30,2025-10-01,First Class,147452,United States,Seattle,Washington,Pacific,CHO-MIL-31000,3
US-2021-124618-CHO-SCR-58000,2022-05-02,2022-05-07,Second Class,124618,United States,Lakeland,Florida,Gulf,CHO-SCR-58000,2
US-2021-121566-CHO-TRI-54000,2022-06-30,2022-08-13,Standard Class,121566,United States,New York City,New York,Atlantic,CHO-TRI-54000,3
US-2021-121566-CHO-SCR-58000,2022-06-30,2022-07-23,Standard Class,121566,United States,New York City,New York,Atlantic,CHO-SCR-58000,1
US-2022-150413-CHO-TRI-54000,2023-10-19,2023-10-24,Second Class,150413,United States,Dallas,Texas,Interior,CHO-TRI-54000,1
US-2024-158883-CHO-SCR-58000,2025-06-02,2025-06-02,Same Day,158883,United States,Jacksonville,North Carolina,Gulf,CHO-SCR-58000,4
US-2024-106047-CHO-SCR-58000,2025-07-12,2025-08-14,Standard Class,106047,United States,Fairfield,Ohio,Atlantic,CHO-SCR-58000,1
US-2024-123204-CHO-TRI-54000,2025-07-21,2025-08-17,Standard Class,123204,United States,New York City,New York,Atlantic,CHO-TRI-54000,4
US-2021-141257-CHO-NUT-13000,2022-06-08,2022-07-05,Standard Class,141257,United States,Seattle,Washington,Pacific,CHO-NUT-13000,3
US-2021-159926-CHO-TRI-54000,2022-11-18,2022-12-24,Standard Class,159926,United States,Philadelphia,Pennsylvania,Atlantic,CHO-TRI-54000,3
US-2021-159926-CHO-SCR-58000,2022-11-18,2022-12-09,Standard Class,159926,United States,Philadelphia,Pennsylvania,Atlantic,CHO-SCR-58000,1
